,Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin
794,"
        Dự án Goldmark City, Bắc Từ Liêm, Hà Nội
    ",28700000.0,173.0,4,3,Tây-Nam,Đông-Bắc,"- Nội thất hoàn thiện cơ bản: Sàn gỗ, khóa từ, trần thạch cao, camera call, đầu chờ thiết bị điện tử, hệ thống cửa euro window... ",Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.04033660888672,105.76758575439452,Tin thường
795,"
        Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội
    ",620000000.0,50.0,2,2,Đông,Đông-Nam,Đầy đủ nội thất,,,21.0151453,105.8498605,Tin thường
796,"
        Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",600000000.0,45.0,1,1,,,Đầy đủ nội thất,,,21.030895,105.7862784,Tin thường
797,"
        Phố Đỗ Nhuận, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội
    ",610000000.0,50.0,2,1,Đông,Đông-Bắc,Đầy đủ nội thất.,,,21.0657853,105.7917504,Tin thường
798,"
        Phố Xã Đàn, Phường Phương Liên, Đống Đa, Hà Nội
    ",600000000.0,45.0,1,2,,,"Full nội thất, về ở ngay",,,21.0117028,105.8368627,Tin thường
799,"
        Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội
    ",600000000.0,50.0,2,1,,,Đầy đủ nội thất,,,20.9842193,105.8460887,Tin thường
800,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1150000000.0,70.0,2,2,,,Full nội thất.,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
801,"
        Dự án Khu đô thị mới Xa La, Hà Đông, Hà Nội
    ",1150000000.0,70.0,2,2,,,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
802,"
        Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội
    ",2500000000.0,78.47,3,2,Tây-Nam,Đông-Nam,"Nội thất cao cấp * Bàn giao nội thất cơ bản cao cấp: - Sàn gỗ bột đá SPC cao cấp bảo hành 20 năm. - Thiết bị vệ sinh Bravat nhập Đức. - Thiết bị cửa, chuông hình Kaadas nhập Đức. - Thiết bị điện nhập.",Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường
803,"
        Dự án GoldSeason, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2750000000.0,76.0,2,2,Đông-Nam,Tây-Bắc,,,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường
804,"
        Dự án Stellar Garden, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2850000000.0,91.2,2,2,Tây-Nam,Đông-Bắc,,,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường
805,"
        Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội
    ",2200000000.0,74.54,2,2,Đông-Nam,Tây-Bắc,,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,Tin thường
806,"
        Dự án Hà Nội Aqua Central, 44 Đường Yên Phụ, Phường Trúc Bạch, Ba Đình, Hà Nội
    ",9500000000.0,119.0,3,2,,,,Công ty CP Tháp nước Hà Nội,Tòa nhà 21 tầng nổi và 3 tầng hầm,21.044471740722656,105.84562683105469,Tin thường
807,"
        Dự án Sunshine Green Iconic, Long Biên, Hà Nội
    ",4000000000.0,109.0,3,2,Tây-Bắc,Đông-Nam,full nội thất liền tường,Công ty CP Tập đoàn Sunshine,,21.0407333374023,105.89656066894501,Tin thường
808,"
        Dự án Indochina Plaza, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",4400000000.0,98.0,2,2,,,Full nội thất đầy đủ.,Công ty TNHH Indochina Land,gồm 3 tòa,21.0360012054443,105.78246307372999,Tin thường
809,"
        Dự án Vinhomes Ocean Park Gia Lâm, Gia Lâm, Hà Nội
    ",1700000000.0,70.0,2,2,,,nguyên bản,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
810,"
        Indochina Plaza, 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",9800000000.0,201.0,4,3,,,"Được thiết kế nội thất phong cách, bàn ghế tủ nhập khẩu Mỹ và Singapore cùng tranh ảnh sưu tập nguyên gốc.",Công ty TNHH Indochina Land,gồm 3 tòa,21.0360012054443,105.78246307372999,Tin thường
811,"
        Vinhomes Nguyễn Chí Thanh, 56, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội
    ",10500000000.0,167.0,4,3,Đông-Bắc,Tây-Bắc,Để lại toàn bộ nội thất xịn đẹp.,Tập đoàn Vingroup,gồm 2 tòa cao ốc 30 tầng,21.0229530334473,105.809814453125,Tin thường
812,"
        Hà Nội Aqua Central, số 44, Đường Yên Phụ, Phường Trúc Bạch, Ba Đình, Hà Nội
    ",9500000000.0,120.0,3,2,,,Đầy đủ,Công ty CP Tháp nước Hà Nội,Tòa nhà 21 tầng nổi và 3 tầng hầm,21.0444717407227,105.84562683105499,Tin thường
813,"
        Hà Nội Aqua Central, số 44, Đường Yên Phụ, Phường Trúc Bạch, Ba Đình, Hà Nội
    ",9500000000.0,120.0,3,2,,,,Công ty CP Tháp nước Hà Nội,Tòa nhà 21 tầng nổi và 3 tầng hầm,21.0444717407227,105.84562683105499,Tin thường
814,"
        Dự án Smile Building, Đường Nguyễn Cảnh Dị, Phường Định Công, Hoàng Mai, Hà Nội
    ",1910000000.0,73.5,2,2,Đông,Nam,Nội thất nguyên bản chủ đầu tư.,,"3 tầng hầm, 3 tầng dịch vụ công cộng, nhà trẻ và 33 tầng căn hộ",20.978338241577106,105.83633422851601,Tin thường
815,"
        Dự án N02-T1 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",3400000000.0,98.0,3,2,Tây,Đông,Nguyên bản.,Công ty Cổ phần Đầu tư Bất động sản An Bình,Gồm 22 tầng và 2 tầng hầm,21.0661659240723,105.79811859130899,Tin thường
816,"
        Dự án Ecolife Tây Hồ, Phường Xuân La, Tây Hồ, Hà Nội
    ",3400000000.0,88.0,2,2,Đông,,Full cao cấp.,Công ty CP Đầu tư và Thương mại Thủ Đô,"Công trình gồm 3 tòa nhà cao 28 và 33 tầng, có 02 tầng hầm để xe",21.0511112213135,105.800590515137,Tin thường
817,"
        Dự án Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội, Hà Đông, Hà Nội
    ",1300000000.0,111.0,4,3,Tây-Bắc,Đông-Nam,Nội thất cơ bản ,,,20.954057693481445,105.74098205566406,Tin thường
818,"
        Dự án One 18 Ngọc Lâm, Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội
    ",6750000000.0,189.0,4,4,,,,,Gồm 1 tòa 18 tầng,21.048288345336896,105.87445068359399,Tin thường
819,"
        Dự án Tecco Diamond, Thanh Trì, Hà Nội
    ",22000000.0,78.0,2,2,,,,,2 block cao 25 tầng,20.93810272216797,105.8522491455078,Tin thường
820,"
        Dự án Vinhomes Ocean Park Gia Lâm, Gia Lâm, Hà Nội
    ",1800000000.0,62.0,2,1,Đông-Nam,,Cơ bản của CĐT ,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
822,"
        Dự án Vinhomes Smart City Đại Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.
    ",1800000000.0,55.0,2,2,,,,Tập đoàn Vingroup,58 tòa chung cư cao 30-38 tầng,21.0065288543701,105.753555297852,Tin thường
823,"
        Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1070000000.0,54.3,2,2,Tây-Nam,Tây-Bắc,"- Nội thất: Tủ bếp, nóng lạnh, bàn ghế, giường tủ, điều hòa... Chủ mang đi ti vi, tủ lạnh, máy giặt.",Công ty CP Xây dựng số 2 - Vinaconex2,"1 tòa tháp chung cư 40 tầng, 4 tòa tháp chung cư 38 tầng, 3 tòa tháp chung cư 36 tầng",20.9732913970947,105.82000732421899,Tin thường
824,"
        Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1030000000.0,54.3,2,2,Đông-Bắc,Đông-Nam,"- Nội thất gia đình để lại: Sàn gỗ, tủ bếp gỗ thịt, bàn ghế sofa, bếp từ, hút mùi, điều hòa, nóng lạnh.",Công ty CP Xây dựng số 2 - Vinaconex2,"1 tòa tháp chung cư 40 tầng, 4 tòa tháp chung cư 38 tầng, 3 tòa tháp chung cư 36 tầng",20.9732913970947,105.82000732421899,Tin thường
825,"
        Green Park Trần Thủ Độ, số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1300000000.0,73.0,2,2,,,,Công ty TNHH MTV đầu tư Phương Đông,"03 tầng hầm, 4 block căn hộ cao từ 24 – 27 tầng",20.9605541229248,105.845962524414,Tin thường
826,"
        Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3750000000.0,123.0,3,2,,,,,"Gồm 2 tòa chung cư cao 25 tầng, 48 lô biệt thự liền kề",20.998046875,105.80354309082001,Tin thường
827,"
        Đường Trương Định, Phường Minh Khai, Hai Bà Trưng, Hà Nội
    ",750000000.0,32.0,1,1,,,"Sàn gỗ, tủ bếp, tủ quần áo, thiết bị vệ sinh, bình nóng lạnh, trần thạch cao, đèn Led, internet, cáp truyền hình.",,,20.9954836,105.8522417,Tin thường
828,"
        Dự án Gemek Tower, Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội
    ",1300000000.0,76.0,2,2,,Tây-Bắc,"Sàn gỗ, trần thạch cao, hệ thống đèn nét trang trí, tủ bếp, bếp, hút mùi, sofa, bộ bàn ăn, đều là gõ sồi nga, điều hòa, nóng lạnh, thiết bị vệ sinh ToTo...",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"Gồm 2 tòa tháp cao 34 tầng và 2 tầng hầm, 1 tầng lửng",21.0083923339844,105.73024749755899,Tin thường
829,"
        Dự án Gemek Premium, Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội
    ",1850000000.0,97.0,2,2,,,"Nội thất đầy đủ: Sàn gỗ, trần thạch cao, tủ bếp, bếp, điều hòa, giường, rèm, lưới an toàn...",Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,Gồm 2 tòa nhà cao 34 tầng và 1 tầng hầm,21.002981185913104,105.732055664063,Tin thường
830,"
        Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1955000000.0,67.0,2,2,,,,,,20.970882100000004,105.8351283,Tin thường
831,"
        Dự án 249A Thụy Khuê, 294A Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",6400000000.0,146.0,2,2,Bắc,Tây,"- Nội thất toàn bộ nhập khẩu cao cấp, sàn gỗ tự nhiên chịu lực, bếp từ và bếp gas, gạch ốp bếp cao cấp (2 triệu/viên), điều hòa Daikin 2 chiều...",Công ty CP Xây dựng Bảo tàng Hồ Chí Minh,1 block 22 tầng,21.0433597564697,105.81848907470699,Tin thường
832,"
        Dự án Goldmark City, Bắc Từ Liêm, Hà Nội
    ",29000000.0,169.0,4,3,Đông-Bắc,Đông-Nam,"Khóa cửa từ Hafler, hệ thống cửa Eurowindow, sàn gỗ Newsky 12mm, trần thạch cao, khung xương vĩnh tường... Và toàn bộ tất cả các thiết bị lắp đặt khác đang để đầu chờ lắp đặt.",Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.04033660888672,105.76758575439452,Tin thường
833,"
        Dự án 27 Huỳnh Thúc Kháng, Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội
    ",4000000000.0,123.0,3,2,Đông-Bắc,Nam,,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,Gồm 19 tầng,21.0181846618652,105.811264038086,Tin thường
834,"
        Dự án Sun Grand City, Tây Hồ, Hà Nội
    ",6000000000.0,95.0,3,2,,,,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.04117202758789,105.8250961303711,Tin thường
835,"
        Dự án KĐT Văn Quán, Đường Văn Quán, Phường Phúc La, Hà Đông, Hà Nội
    ",1500000000.0,68.0,2,2,,,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Gồm: chung cư và biệt thự,20.9739627838135,105.78907012939501,Tin thường
836,"
        Dự án Nghĩa Đô, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",1700000000.0,46.23,1,1,Tây,Đông,,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội,"8,2 ha, gồm 57 lô nhà vườn và biệt thự sang trọng, 6 tòa nhà cao tầng từ 19-25 tầng",21.0505809783936,105.79224395752001,Tin thường
837,"
        Đường Yên Phúc, Phường Phúc La, Hà Đông, Hà Nội
    ",1400000000.0,58.0,2,2,,,Bàn giao cơ bản chủ đầu tư,,,20.9703841,105.7868365,Tin thường
838,"
        Dự án Sunshine Palace, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội
    ",2200000000.0,85.0,2,2,,,"Đồ nội thất nhập khẩu 100%: Sàn gỗ, trần thạch cao, điều hòa, nóng lạnh, bếp từ, hút mùi, tủ bếp trên dưới, full thiết bị vệ sinh, đèn Led chiếu sáng, đèn chùm, đầy đủ giường tủ bàn ghế...",,"Gồm 28 tầng, 02 tầng hầm",20.990182876586896,105.86865997314501,Tin thường
839,"
        Dự án New Skyline, Phường Văn Quán, Hà Đông, Hà Nội
    ",2900000000.0,105.0,2,2,,,Gia chủ để lại nội thất cơ bản.,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Tháp đôi với khối đế cao 6 tầng,20.9796447753906,105.792343139648,Tin thường
840,"
        Dự án Vinhomes Metropolis - Liễu Giai, 29 Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội
    ",8500000000.0,110.5,3,2,,,,,"Gồm 2 tòa tháp cao 30 tầng, 6 tầng TTTM, 6 tầng hầm",21.0317993164063,105.814193725586,Tin thường
841,"
        Dự án Vườn Xuân - 71 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",3500000000.0,115.0,3,2,Tây-Nam,Đông-Bắc,,Công ty CP Xây dựng Công nghiệp - DESCON,,21.024124145507802,105.811195373535,Tin thường
842,"
        Dự án Kiến Hưng, Phố Lê Trọng Tấn, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",950000000.0,70.0,2,2,Tây-Nam,Đông-Bắc,,Công ty CP Đầu tư và Xây dựng HUD3,,20.9521503448486,105.785385131836,Tin thường
843,"
        Dự án Hemisco Xa La, Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội
    ",1520000000.0,89.0,3,2,Đông-Bắc,Tây-Nam,,Công ty CP Sông Đà 1.01,"Gồm 29 tầng nổi và 2 tầng hầm với tổng diện tích xây dựng gần 1.600 m2. Tòa nhà được chia thành các phân khu như: Khu thương mại – dịch vụ, khu văn phòng, khu căn hộ, nhà trẻ.",20.961841583252,105.79552459716801,Tin thường
844,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1150000000.0,68.0,2,2,Tây-Bắc,Đông-Nam,"Thiết kế căn hộ: 2 phòng ngủ, 2 vệ sinh. Nội thất gồm: Tủ bếp, ĐH, nóng lạnh,...",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
845,"
        Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội
    ",1800000000.0,97.0,3,2,,,Gia chủ để lại nội thất gắn tường.,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Gồm: chung cư và biệt thự,20.9739627838135,105.78907012939501,Tin thường
846,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội.
    ",880000000.0,63.0,2,2,Tây-Nam,,"Nội thất gồm những gì để lại: Tủ bếp, giường, thiết bị vệ sinh...",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
847,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",950000000.0,60.0,2,2,Đông-Bắc,Tây-Nam,"Nội thất gồm những gì để lại: Sàn gỗ tủ bếp, 2 nóng lạnh, 2 điều hòa tủ lạnh, giương tủ,...",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
848,"
        Dự án D’. Le Roi Soleil - Quảng An, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội
    ",17900000000.0,234.0,4,4,Đông-Nam,Tây-Nam,Bán hoàn thiện.,Tân Hoàng Minh Group,"Gồm 2 tòa tháp căn hộ cao 25 tầng, 1 tòa tháp dịch vụ 8 tầng và 5 tầng hầm",21.064899444580103,105.827049255371,Tin thường
849,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",850000000.0,52.3,1,1,Đông-Nam,Tây-Bắc,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
850,"
        Dự án Đặng Xá 2, Đường Nguyễn Đức Thuận, Xã Đặng Xá, Gia Lâm, Hà Nội
    ",630000000.0,35.8,1,1,Tây-Bắc,Đông-Nam,"Để lại toàn bộ nội thất gắn tường: ĐH, nóng lạnh, tủ lạnh, tủ bếp gỗ, sàn, kệ trang trí, tủ quần áo...",Tổng Công ty Viglacera,,21.0156192779541,105.948608398438,Tin thường
851,"
        Dự án D’. Palais De Louis - Nguyễn Văn Huyên, Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội
    ",19300000000.0,166.0,3,3,Bắc,Nam,Full nội thất liền tường,Tân Hoàng Minh Group,Tòa nhà có 27 tầng với 242 căn hộ sang trọng bậc nhất,21.0366611480713,105.798049926758,Tin thường
852,"
        Dự án Berriver Long Biên, Long Biên, Hà Nội
    ",2900000000.0,78.47,2,2,,Đông-Nam,Bàn giao nội thất cơ bản cao cấp,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,Gồm 5 toà tháp cao 22 tầng,21.0443172454834,105.877861022949,Tin thường
853,"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1040000000.0,66.3,2,2,Đông-Bắc,Tây-Nam,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường
854,"
        Dự án The Zen Residence, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội
    ",3200000000.0,106.45,3,2,Đông-Nam,Đông-Nam,,Công ty TNHH Gamuda Land Việt Nam,Gồm 3 Block chung cư cao 35 tầng,20.965379714965803,105.850639343262,Tin thường
