Unnamed: 0.1,Index,titles,price,area,location,time
495,495,"
																Bán CHTT tầng 5 nhà A2 Thanh Xuân Bắc, 1,39 tỷ, 0966001150
			","1,39 tỷ",Diện tích: 70m2,Thanh Xuân,2 tuần trước
496,496,"
																Căn hộ 3 phòng ngủ đóng 30%(1.2 tỷ) nhận nhà ngay, thanh toán trong 3 năm không mất lãi. Chỉ 28tr/m2
			",28 triệu,Diện tích: 129m2,Bắc Từ Liêm,2 tuần trước
497,497,"
																CHỈ CẦN THANH TOÁN 40% nhận nhà ở ngay tại dự án BOOYOUNG Mỗ Lao, hỗ trợ LS 0% trong 3 năm.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,2 tuần trước
498,498,"
																CHÍNH CHỦ BÁN CHUNG CƯ MINI BẠCH MAI –PHỐ HUẾ 32-50M2 Ở NGAY
			",850 triệu,Diện tích: 32m2,Hai Bà Trưng,2 tuần trước
499,499,"
																Bán chung cư mini Tân Mai – Đại học Bách Khoa – Kinh Tế Quốc Dân 32 -50m2 Ở Ngay
			",600 triệu,Diện tích: 32m2,Hai Bà Trưng,2 tuần trước
500,500,"
																Chung cư mini Đống Đa 35m2 - 55m2/1-2PN, full đồ, thoáng, đẹp chỉ từ 790 triệu/căn.
			",790 triệu,Diện tích: 32m2,Đống Đa,2 tuần trước
501,501,"
																Chung cư mini  Phương Liên - Xã Đàn 31m -50m2 hơn 500 tr/can - Full Nội thất - Ở Ngay
			",590 triệu,Diện tích: 28m2,Đống Đa,2 tuần trước
502,502,"
																Chung cư mini Tôn Đức Thắng – Quốc Từ Giám 32-50m2  hơn 800 triệu/căn ,CK cao
			",800 triệu,Diện tích: 32m2,Đống Đa,2 tuần trước
503,503,"
																Trực tiếp CĐT Ecolife Tây Hồ: 3,2 tỷ/3PN 103.8m2, vay lãi suất 0% 24 tháng, CK 300tr, ở ngay
			","3,2 tỷ",Diện tích: 104m2,Tây Hồ,2 tuần trước
504,504,"
																Bán căn hộ cao cấp 3 ngủ, 2 wc khu vực Mỹ Đình
			",32 triệu,Diện tích: 76m2,Bắc Từ Liêm,2 tuần trước
505,505,"
																Bán chung cư cao cấp khu vực Mỹ Đình
			",32 triệu,Diện tích: 76m2,Bắc Từ Liêm,2 tuần trước
506,506,"
																Căn góc 3PN full NT cao cấp tại Green Bay chỉ 4.85 tỷ. LH: 0988.585.126
			","4,85 tỷ",Diện tích: 92m2,Nam Từ Liêm,2 tuần trước
507,507,"
																Căn 3PN 2WC tại Iris Garden chỉ 3.1 tỷ. LH: 0988.585.126
			",Liên hệ,Diện tích: 115m2,Nam Từ Liêm,2 tuần trước
508,508,"
																Ấn Tượng Căn Hộ 3Pn ""hút Khách"" Tại Tòa Ct1A – Dự Án Iris Garden
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
509,509,"
																Cần Bán gấp căn ngoại giao 132,9m2 giá 4 tỷ
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
510,510,"
																Ấn tượng căn hộ 3PN Hút Khách tại tòa CT1A – Dự án Iris Garden
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
511,511,"
																Thiết kế siêu đẹp vượt mọi thời đại - Nhìn lại CHẤT PHÁT NGẤT
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
512,512,"
																Bán căn hộ mùa dịch DT132,9m2 ngay TT Mỹ ĐÌnh đơn giá chỉ 29,5tr/m2
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
513,513,"
																Bán căn hộ 1 ngủ, toà Ecolife 58 Tố Hữu full nội thất, ở ngay
			","1,59 tỷ",Diện tích: 48m2,Nam Từ Liêm,2 tuần trước
514,514,"
																Mở bán đợt cuối căn góc 3Pn 133m2 ngay trung tâm Mỹ Đình giá 29,5tr/m2
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
515,515,"
																Chính chủ bán cắt lỗ căn hộ Iris Garden S = 132.9m2, thiết kế 3PN giá 4xx tỷ
			","4,095 tỷ",Diện tích: 133m2,Nam Từ Liêm,2 tuần trước
516,516,"
																Bán căn hộ Kosmo Tây Hồ cửa vào Đông Nam
			",3 tỷ,Diện tích: 75m2,Tây Hồ,2 tuần trước
517,517,"
																Bán nhanh căn hộ BOOYOUNG 95m2 giá chỉ còn 2 tỷ 547, nội thất nhập khẩu.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,2 tuần trước
518,518,"
																Chính chủ bán căn hộ HH1b chung cư Linh Đàm Hoàng Mai, 1,25 tỷ, 0977329975
			","1,25 tỷ",Diện tích: 67m2,Hoàng Mai,2 tuần trước
519,519,"
																Cần bán căn hộ 132,9m2, căn góc view nội khu siêu đẹp dự án Iris Garden, bàn giao cơ bản chỉ việc xách đồ về ở.
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
520,520,"
																Cần Bán Căn 132,9M2 View Nội Khu Đẹp, Ở Được Luôn Giá Chỉ 4Tỷ
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
521,521,"
																Chỉ với 1,2 tỷ nhận ngay nhà – hỗ trợ LS 18 tháng 0%, CK 3,5%, tặng 110tr
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
522,522,"
																Cần bán gấp CHCC ban cơ yếu Chính Phủ ngã tư Lê Văn Lương, 28tr/m2; 0912138566
			",28 triệu,Diện tích: 125m2,Thanh Xuân,3 tuần trước
523,523,"
																Bán Gấp Căn Ngoại Giao 132,9m2 - Giá 30tr/m2 - Trung Tâm Mỹ Đình
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
524,524,"
																Dự án chung cư Phương Đông Green Park. giá chỉ từ 1,4 tỷ. trả góp 30% . HTLS 0% ân hạn nợ gốc đến khi nhận nhà.
			",Liên hệ,Diện tích: 52m2,Hoàng Mai,3 tuần trước
525,525,"
																Chính chủ bán căn hộ chung cư tòa CT2C - Nghĩa Đô - Cầu Giấy - Hà Nội
			","2,58 tỷ",Diện tích: 72m2,Bắc Từ Liêm,3 tuần trước
526,526,"
																Beasky - VỊ TRÍ VÀNG CHUẨN SỐNG TƯƠNG LAI
			","2,2 tỷ",Diện tích: 68m2,Hoàng Mai,3 tuần trước
527,527,"
																💎 THU NHẬP BAO NHIÊU THÌ MUA ĐƯỢC NHÀ HÀ NỘI?
			",34 triệu,Diện tích: 69m2,Hoàng Mai,3 tuần trước
528,528,"
																Beasky - VỊ TRÍ VÀNG CHUẨN SỐNG TƯƠNG LAI
			","2,2 tỷ",Diện tích: 62m2,Hoàng Mai,3 tuần trước
529,529,"
																Qũy căn gía tốt tại Florence đang được chủ nhà gửi bán. LH: 0988.585.126
			","2,75 tỷ",Diện tích: 77m2,Nam Từ Liêm,3 tuần trước
530,530,"
																Căn 2PN tại Florence Mỹ Đình chỉ 2.75 tỷ. LH: 0988.585.126
			","2,75 tỷ",Diện tích: 77m2,Nam Từ Liêm,3 tuần trước
531,531,"
																Căn góc 2PN tại Green Bay Full NT chỉ 2.3 tỷ BP. LH:  0988.585.126.
			",Liên hệ,Diện tích: 58m2,Nam Từ Liêm,3 tuần trước
532,532,"
																Chính chủ bán CHCC tòa 275 Nguyễn Trãi, Thanh Xuân, 4 tỷ, 0888346633
			",4 tỷ,Diện tích: 132m2,Thanh Xuân,3 tuần trước
533,533,"
																Bán căn 3PN 95m2 dự án BOOYOUNG Mỗ Lao CẮT LỖ chỉ còn 2,547 tỷ.
			",27 triệu,Diện tích: 95m2,Hà Đông,3 tuần trước
534,534,"
																Còn 2 suất ngoại giao duy nhất căn 3PN tại Iris garden, giá chỉ 3,x tỷ
			","3,9 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
535,535,"
																Chung cư Quận Tây Hồ -3PN giá CHỈ 3.2 tỉ/căn
			",Liên hệ,Diện tích: 104m2,Tây Hồ,3 tuần trước
536,536,"
																Chung cư cao cấp BEASKY
			",32 triệu,Diện tích: 67m2,Hoàng Mai,3 tuần trước
537,537,"
																Bán căn hộ 110m2 CC bộ kế hoạch đầu tư, Quan hoa, Cầu Giấy
			",28 triệu,Diện tích: 110m2,Cầu Giấy,3 tuần trước
538,538,"
																Mua nhà ở ngay - chọn ngay Iris Mỹ Đình căn 132,9m2 3PN giá tốt nhất
			","3,95 ngàn",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
539,539,"
																Căn hộ 3 và 4 phòng ngủ đóng 30%(1.2 tỷ) nhận nhà ngay, thanh toán trong 3 năm không mất lãi. Chỉ 28tr/m2
			",30 triệu,Diện tích: 112m2,Bắc Từ Liêm,3 tuần trước
540,540,"
																Lý do quý khách nên MUA căn hộ 95m2 tại dự án BOOYOUNG Mỗ Lao - Hà Đông.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,3 tuần trước
541,541,"
																Chính chủ bán CHCC Intracom2, P.Phúc Diễn, Bắc Từ Liêm, 0917972327
			",Liên hệ,Diện tích: 96m2,Bắc Từ Liêm,3 tuần trước
542,542,"
																Mở bán đợt cuối – 80 căn hộ cuối cùng dự án Iris Garden
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
543,543,"
																Bán CHTT tầng 5 nhà A4 Hào Nam phố Vũ Thạnh, Đống Đa, 1,9 tỷ, 0913030352
			","1,9 tỷ",Diện tích: 91m2,Đống Đa,3 tuần trước
544,544,"
																Bán CHTT P.138 ngõ 10 Phan Văn Trường, Cầu Giấy, 1,6 tỷ, 0916895575
			","1,6 tỷ",Diện tích: 32m2,Cầu Giấy,3 tuần trước
545,545,"
																Mở Bán 80 Căn Hộ Vip Cuối Cùng Tại Chung Cư Iris Garden- Đơn Giá Chỉ 29,5Tr/m2 Lh:0978790564
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
546,546,"
																CĐT mở bán 80 căn góc 3PN siêu HOT tại TT Mỹ Đình đơn giá chỉ 29,5tr/m2
			","3,9 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
547,547,"
																Bán căn hộ góc 3PN hướng Đông Nam diện tích 158m đầy đủ nội thất cao cấp
			",47 triệu,Diện tích: 158m2,Cầu Giấy,3 tuần trước
548,548,"
																Bán Gấp Căn Ngoại Giao 132,9m2 - Giá 30tr/m2 - Trung Tâm Mỹ Đình
			",4 tỷ,Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
549,549,"
																Cắt lỗ bán nhanh căn hộ 3PN diện tích 95m2 dự án BOOYOUNG giá chỉ 2,5 tỷ.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,3 tuần trước
550,550,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
551,551,"
																Mở bán 80 căn góc 3PN cuối cùng tại chung cư Iris Garden - Mỹ Đình, giá chỉ từ 29,5tr/m2
			","3,95 ngàn",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
552,552,"
																Bán CHCC Ecolife Capitol đường 58 Tố Hữu, Mễ Trì, Nam Từ Liêm, 3,1 tỷ, 0902205822
			",3 tỷ,Diện tích: 100m2,Nam Từ Liêm,3 tuần trước
553,553,"
																Giảm 450tr căn 3PN, 2Toilet diện tích 95m2 chung cư BOOYOUNG Mộ Lao.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,3 tuần trước
554,554,"
																Cần bán gấp CH 902 tòa VNT 19 Nguyễn Trãi, 3,2 tỷ, 0989090936
			","3,2 tỷ",Diện tích: 120m2,Thanh Xuân,3 tuần trước
555,555,"
																Cắt lỗ bán căn hộ Booyoung 95m2 giảm giá chỉ 2,547 tỷ. Nhận nhà ở ngay khi TT 40% GTCH.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,3 tuần trước
556,556,"
																Chỉ từ 29,5tr/m2 sở hữu 1 căn hộ tại trung tâm Mỹ Đình
			","3,9 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
557,557,"
																Cần bán căn hộ sang – xịn – mịn dự án Iris Garden. Mới 100%
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
558,558,"
																Bán căn hộ chung cư ở Tổng cục 5, 2 PN đồ cơ bản,2,1 tỷ bao phí
			","2,1 tỷ",Diện tích: 89m2,Bắc Từ Liêm,3 tuần trước
559,559,"
																Bán Gấp Căn Ngoại Giao 132,9m2 - Giá 30tr/m2 - Trung Tâm Mỹ Đình
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
560,560,"
																Căn góc 3PN đẹp nhất IrisGarden, 132.9m2 ban công hướng mát, tầng trung. Nội thất cao cấp, vay 0%LS 18th
			","3,95 ngàn",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
561,561,"
																Chính Chủ Bán Gấp Căn Hộ Vinhomes Green Bay 86m2 - 3pn - Full Nội Thất - Có Sổ Đỏ
			","3,3 tỷ",Diện tích: 86m2,Nam Từ Liêm,3 tuần trước
562,562,"
																Bán CHTT tầng 5 đầu cầu Chương Dương, ngõ 164 Nguyễn Văn Cừ, Long Biên, 1,68 tỷ, 0936113686
			","1,68 tỷ",Diện tích: 70m2,Long Biên,3 tuần trước
563,563,"
																BÁN GẤP CĂN NGOẠI GIAO 132,9M2  BA PHÒNG NGỦ MỸ ĐÌNH
			",30 triệu,Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
564,564,"
																TUNG “DEAL” KHỦNG ƯU ĐÃI, IRIS GARDEN “TẠO SÓNG” HỖ TRỢ AN CƯ MÙA COVID 2
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
565,565,"
																Mở bán chung cư mini cao cấp Hoàng Văn Thụ ở Ngay đủ đồ
			",660 triệu,Diện tích: 30m2,Hoàng Mai,3 tuần trước
566,566,"
																Bán căn hộ cao cấp Hàn Quốc BOOYOUNG Mỗ Lao, nhận nhà ở ngay khi thanh toán 40% GTCH.
			","2,547 tỷ",Diện tích: 95m2,Hà Đông,3 tuần trước
567,567,"
																Căn Hộ chỉ Từ 3,9x tỷ chỉ có tại Iris Garden – Mỹ Đình
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
568,568,"
																Bán chung cư iris Mỹ Đình 30 Trần Hữu Dực
			",Liên hệ,Diện tích: 113m2,Nam Từ Liêm,3 tuần trước
569,569,"
																Bán nhà tập thể tầng 1 nhà E - Thành Công, Ba Đình, Hà Nội
			","2,15 tỷ",Diện tích: 50m2,Ba Đình,3 tuần trước
570,570,"
																15 SUẤT NGOẠI GIAO CC IRIS GARDEN 3PN 133M2 GIÁ TỐT NHẤT MỸ ĐÌNH GIÁ CHỈ TỪ 3.95 TỶ
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
571,571,"
																BÁN CHUNG CƯ MẶT PHỐ TRẦN ĐIỀN, 950TR, 2 NGỦ CỰC ĐẸP
			",950 ngàn,Diện tích: 50m2,Hoàng Mai,3 tuần trước
572,572,"
																Cắt lỗ chung cư Tecco Garden, căn 3 pn, giá chỉ 17tr/m2. 0905592288
			",17 triệu,Diện tích: 113m2,Thanh Trì,3 tuần trước
573,573,"
																Cần bán căn hộ sang – xịn – mịn dự án Iris Garden. Mới 100%
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
574,574,"
																Cần bán căn hộ sang – xịn – mịn dự án Iris Garden , 29.5tr/m2, CK 3.5%, Hỗ trợ LS 0%
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
575,575,"
																Căn hộ sang – xịn – mịn dự án Iris Garden-Mỹ Đình 132, 9m2
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
576,576,"
																Bán CHCC tại KĐT Vinhomes Smart City Tây Mỗ, NTL, 35tr/m2; 0931996386
			","1,225 tỷ",Diện tích: 35m2,Nam Từ Liêm,3 tuần trước
577,577,"
																Bán nhanh căn Studio tại Green Bay full NT  giá chỉ 1.1 tỷ. LH: 0988.585.126
			",Liên hệ,Diện tích: 28m2,Nam Từ Liêm,3 tuần trước
578,578,"
																Imperia Smart City, Phân khu view hồ đẹp nhất của Vinhomes smart city
			","1,9 tỷ",Diện tích: 54m2,Nam Từ Liêm,3 tuần trước
579,579,"
																Căn 2PN 2WC tại Iris Garden chỉ 1.84 tỷ. LH: 0988.585.126
			",Liên hệ,Diện tích: 66m2,Nam Từ Liêm,3 tuần trước
580,580,"
																Mua nhà hôm nay _ Ring Vàng liền tay
			",26 triệu,Diện tích: 74m2,Hoàng Mai,3 tuần trước
581,581,"
																Cần Bán CH 3PN+1 – 132,9m2, chưa qua sử dụng, nội thất cơ bản, gói vay 65% 18 tháng LS 0%
			","3,9 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
582,582,"
																Sở hữu ngay căn hộ 133m2 tại Mỹ Đình chỉ với 3,9x tỷ
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
583,583,"
																Iris Garden tung ra gói chính sách khủng + Giá tốt, DUY NHẤT trong tháng 9.
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,3 tuần trước
584,584,"
																Bán cắt lỗ Căn 3Pn 123,9m2 và 112,2m tại dự án sunshine city
			",Liên hệ,Diện tích: 123m2,Bắc Từ Liêm,4 tuần trước
585,585,"
																Bán căn hộ chung cư CT3B khu đô thị Nam Cường, full đồ, giá: 28tr/m2.
			","2,2 tỷ",Diện tích: 86m2,Bắc Từ Liêm,4 tuần trước
586,586,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 132,9m2 tại Mỹ Đình
			","3,9 tỷ",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
587,587,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 132,9m2 tại Mỹ Đình
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
588,588,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 132,9m2 tại Mỹ Đình
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
589,589,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
590,590,"
																Chính chủ bán căn hộ 83m2 CC 6th Element - Tây Hồ Tây, giá lỗ 3 tỷ 300 triệu cần bán gấp
			","3,3 tỷ",Diện tích: 83m2,Tây Hồ,4 tuần trước
591,591,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
592,592,"
																Chỉ với 3,9x tỷ sở hữu ngay căn hộ 3PN 132,9m2
			","29,5 triệu",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
593,593,"
																Bán căn 3PN ngoại giao Iris Garden Mỹ Đình, nhận nhà ở ngay, view nội khu. Giá chỉ từ 3.9x tỷ.
			","3,95 tỷ",Diện tích: 133m2,Nam Từ Liêm,4 tuần trước
594,594,"
																Cần bán gấp nhà tập thể thuộc Phường Nghĩa Tân, ngõ 120 Hoàng Quốc Việt, Hà Nội.
			","1,33 tỷ",Diện tích: 80m2,Cầu Giấy,4 tuần trước
595,595,"
																Chính chủ bán CHCC tòa Intracom 33 Cầu Diễn, BTL, 2 tỷ, 0967515189
			",2 tỷ,Diện tích: 83m2,Bắc Từ Liêm,4 tuần trước
596,596,"
																Tháng ngâu, vợ chồng tôi cần bán lỗ căn hộ 3 phòng ngủ CC An Bình để lấy vốn làm ăn cho các con
			","2,9 tỷ",Diện tích: 90m2,Bắc Từ Liêm,4 tuần trước
597,597,"
																CĂN HỘ CAO CẤP JADE ORCHID GARGEN
			","11,111 ngàn",Diện tích: 68m2,Bắc Từ Liêm,1 tháng trước
598,598,"
																Bán căn hộ chung cư ở IA20
			","22,5 triệu",Diện tích: 92m2,Bắc Từ Liêm,1 tháng trước
599,599,"
																CHUNG CƯ TECCO GARDEN KĐT TỨ HIỆP - THANH TRÌ-HÀ NỘI
			","22,75 ngàn",Diện tích: 82m2,Thanh Trì,1 tháng trước
600,600,"
																Chung cư cao cấp 2pn giá chỉ từ 2.3tỷ
			","2,4 tỷ",Diện tích: 69m2,Hoàng Mai,1 tháng trước
601,601,"
																Bán CHCC P.403 tại số 1 ngõ 139/18 Khương Thượng, Đống Đa, 1,05 tỷ, 0912418141
			","1,05 tỷ",Diện tích: 47m2,Đống Đa,1 tháng trước
602,602,"
																Bán CCCC tháp C Golden Palace mễ trì 94m2, 2pn, 2vs, 2 ban công.
			","2,945 tỷ",Diện tích: 94m2,Nam Từ Liêm,1 tháng trước
603,603,"
																CHÍNH CHỦ CẦN BÁN 2 CĂN HỘ 2PN, CĂN 02&04(67M2) TÒA IP3 CHUNG CƯ 360 GIẢI PHÓNG GIÁ 2,2 TỶ FULL NỘI THẤT
			","2,2 tỷ",Diện tích: 67m2,Thanh Xuân,1 tháng trước
