TITLE,Dia Chi,Loai Thong Tin,So Phong Ngu,So Toilet,Huong Nha,Ban Cong,Muc Gia,Dien Tich,Ngay Dang,Anh chup
" Bán căn nhanh căn hộ 1 phòng ngủ tại Times City, giá rẻ nhất thị trường 1.9 tỷ full đồ, bao phí","Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,1 (phÃ²ng),1 (phÃ²ng),,Bắc,1.9 tỷ,53 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071744-4783_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071744-8897_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071745-634a_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071748-4f6b_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071749-28ce_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071749-0297_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071750-cf9b_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929071750-c50b_wm.jpeg']"
" Bán căn TT Điện Than tầng 1 phố Thanh Nhàn đối diện CV Tuổi Trẻ 80m2, 3 PN giá 2.5 tỷ",,,,,,,2.5 tỷ,80 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917093219-5737_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917093219-2591_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917093219-54db_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917093219-b1c9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917093220-d1b8_wm.jpg']"
 Bán cắt lỗ 200tr căn hộ 87m2 tầng 16 Imperia Sky Garden,,,,,,,Thỏa thuận,87 m²,02/10/2020,[]
" Bán cắt lỗ 400tr căn đầu hồi 108m2 tại Times City, giá: 3.5 tỷ bao phí. LH 0962984823",,,,,,,3.5 tỷ,108 m²,06/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006110433-5c31_wm.jpg']
" Bán cắt lỗ căn 109m2, 2PN tại Times City, tầng trung, giá 3.5 tỷ bao phí. LH 0962984823","Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,3.5 tỷ,109 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/08/04/20200804102025-6f62_wm.jpg']
 Bán cắt lỗ căn 3 PN DT 110m2 tại dự án Imperia Sky Garden 423 Minh Khai - HBT - HN. LH 0978.764.669,,,,,,,4.4 tỷ,110 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143723-a5f7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143729-f806_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005143734-5984_wm.jpg']"
" Bán cắt lỗ căn 3PN tầng trung ban công Nam, 106.3m2 tòa P2 Park Hill Times City, 4.5 tỷ bao phí",,,,,,,4.5 tỷ,106.3 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925225514-b3c7_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925225515-be0a_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925225515-f47f_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925225515-2612_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925225515-31ea_wm.jpeg']"
" Bán cắt lỗ căn góc 103m2 tại Times City, view nhạc nước, giá 4 tỷ bao phí. LH 0379431692",,,,,,,4 tỷ,103 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/30/20200730200841-4717_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/30/20200730200841-a834_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/30/20200730200841-712a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/30/20200730200841-92df_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/30/20200730200841-7258_wm.jpg']"
" Bán cắt lỗ căn hộ 3PN tại T9 Times City (miễn MG), LH 094 117 993",,,,,,,4 tỷ,103 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/11/08/20191108154550-9446_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/11/08/20191108154550-5bb0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/11/08/20191108154550-90ff_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/11/08/20191108154550-4f87_wm.jpg']"
" Bán cắt lỗ căn hộ cao cấp Hoà Bình Green City, chỉ 2,250 tỷ bao phí",,,,,,,2.25 tỷ,65 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171936-e24e_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171936-46f1_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171937-8c83_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171937-328b_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171938-b8c1_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171938-7bc9_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001171939-bf3b_wm.jpeg']"
 Bán cắt lỗ căn hộ Imperia Sky Garden 423 Minh Khai (77m2) giá 2.75 tỷ (bao phí),"Imperia Sky Garden, 423, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Đông-Bắc,2.75 tỷ,77.06 m²,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/11/12/20191112091039-5ee9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/11/12/20191112091040-433a_wm.jpg']"
" Bán cắt lỗ CC Sunshine Garden G1 - 15 - 08(77m2), G2 - 1901A(98,1m2), 30tr/m2, 0989 582 529  A Nam",,,,,,,30 triệu/m²,77 m²,03/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/04/24/20200424114242-5805_wm.jpg']
" Bán cắt lỗ CC Sunshine Garden G1-15-08(77m2), G2 - 1901A(98,1m2), 30tr/m2, 0989582529 A Nam",,,,,,,30 triệu/m²,77 m²,02/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/05/06/20200506165845-04da_wm.jpg']
" Bán cắt lỗ CHCC Times City 118m2 - 3PN, view quảng trường cực thoáng. Giá 3,85 tỷ",,,,,,,3.95 tỷ,118 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828112226-a08d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828112226-0949_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828112226-87f8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828112226-2eb6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828112227-8277_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828112227-7b0d_wm.jpg']"
 Bán cắt lỗ chung cư Sunshine Garden căn 3PN diện tích 94m2 tầng cao LH 0911116023,,,,,,,Thỏa thuận,94 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193246-7ecf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/09/20200909113640-7a8a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193238-39fb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193238-8b61_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193238-def6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193238-d0c0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193238-072b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/13/20200913193239-4528_wm.jpg']"
 Bán cắt lỗ chung cư Sunshine Garden tòa G3,,,,,,,28 triệu/m²,114 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143724-c8d7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143716-b5f6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143719-007e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002143726-8520_wm.jpg']"
" Bán cắt lỗ sâu căn góc 143m2, 4PN tại Park Hill Times City, hướng ĐN, giá chỉ 6,8 tỷ bao phí",,,,,,,6.8 tỷ,143 m²,02/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002090516-64da_wm.jpg']
" Bán cắt lỗ sâu căn góc 145m2, 4PN tại Park Hill Times City, hướng ĐN, giá chỉ 6.8 tỷ bao phí",,,,,,,6.8 tỷ,145 m²,05/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005092912-919b_wm.jpg']
" Bán cắt lỗ sâu căn hộ cao cấp 2PN, Time City, DT 83m2, tòa T11, giá 3,2 tỷ, bao phí",,,,,,,3.2 tỷ,83 m²,07/10/2020,[]
" Bán CC HDI Tower - 55 Lê Đại Hành: 9,9 tỷ/căn góc 3PN 116,7m2, KM 100tr, hỗ trợ vay vốn",,,,,,,9.9 tỷ,116.7 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122034-91db_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122033-03c2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122033-96e0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122034-f526_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122034-02b6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122034-e822_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/01/06/20200106122034-03db_wm.jpg']"
" Bán CC Sunshine Garden, 1616 - G2 (93,7m2), 1212 - G1 (45m2), 1802 - G2 (94,8m2), 30tr/m2",,,,,,,2.9 tỷ,93.7 m²,06/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915085439-b940_wm.jpg']
 Bán CH 2PN 80m2 P12 Park Hill Premium giá chỉ 3.35 tỷ bao phí. LH 0963702813,"Dự án Park 12 Park Hill - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Bắc,3.35 tỷ,80 m²,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163702-6f35_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163702-8807_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163702-e7e2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163703-d6aa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163703-b213_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163703-cabf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930163703-b647_wm.jpg']"
 Bán CH 2PN 80m2 P12 Park Hill Premium giá chỉ 3.35 tỷ bao phí. Lh 0963702813,,,,,,,3.35 tỷ,80 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162323-4854_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162323-fc9b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162323-b6ec_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162323-8a2e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162323-b1b7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162324-2631_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001162324-6545_wm.jpg']"
 Bán CH 2PN 80m2 P12 ParkHill Premium giá chỉ 3.35 tỷ bao phí. LH 0963702813,,,,,,,3.35 tỷ,80 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929163028-0770_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929163028-e430_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929163028-5d19_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929163028-0c9f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929163028-bfac_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929163029-918b_wm.jpg']"
 Bán CH 2PN 80m2 P12 ParkHill Premium giá chỉ 3.35 tỷ bao phí. LH 0963702813,,,,,,,3.35 tỷ,80 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113808-07fb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113809-443f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113809-360e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113810-6d00_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113810-6ba6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113811-45cc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113811-c40a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002113811-0997_wm.jpg']"
 Bán CH 2PN rộng 108m2 Times City view hồ điều hòa chỉ 3.5 tỷ bao phí. LH 0963702813,,,,,,,3.5 tỷ,108 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114056-8771_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114107-d864_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114107-df36_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114108-c4d8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114117-d007_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114117-7e91_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002114117-0bfc_wm.jpg']"
" Bán CH 2PN rộng 108m2 Times City view hồ điều hòa, chỉ 3.5 tỷ bao phí. LH 0963702813","Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,3.5 tỷ,108 m²,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164002-218e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164002-e85b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164002-fddd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164002-e2f1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164002-179e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164003-ab8b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930164003-f764_wm.jpg']"
" Bán CH 3PN 95m2, tầng trung, view sông Hồng toà T18 Park Hill Times City, 3.6 tỷ BP. LH: 0979271525",,,,,,,3.6 tỷ,95 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/11/20200911101611-d9a9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/11/20200911101611-ae4f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/11/20200911101611-5bbb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/11/20200911101612-9b06_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/11/20200911101612-abd4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918180134-81ed_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918180135-bf34_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918180135-b562_wm.jpg']"
" Bán CH 3PN sáng, 119m2 tòa Vip P8 Park Hill giá 5.3 tỷ bao phí. LH 0963702813","Times City - Park Hill, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Bắc,5.3 tỷ,119 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111154-8e4d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111154-359f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111155-f64c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111155-8791_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111155-1fb0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111155-ec93_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111155-a9ca_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/20/20200820111155-d462_wm.jpg']"
" Bán CH góc 3PN 115m2 view trực diện nhạc nước Times City, chỉ 4.95 tỷ bao phí, LH 0963 702 813",,,,,,,4.95 tỷ,115 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003114023-8947_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003114023-7114_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003114023-2900_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003114048-160b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003114048-fd0d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003114048-a40a_wm.jpg']"
" Bán CH góc 3PN sáng 122m2, Park 11, có suất để xe, giá chỉ 6,35 tỷ bao phí, LH 0963702813",,,,,,,6.35 tỷ,122 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152808-815a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152808-89f5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152808-0a10_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152809-7775_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152809-9784_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152809-abbd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/21/20200921152809-1b88_wm.jpg']"
" Bán Ch góc 3PN sáng 122m2, Park 11, có suất ô tô, giá chỉ 5.5 tỷ bao phí, LH 0963702813",,,,,,,5.5 tỷ,122 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161010-d707_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161010-d0d7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161010-6e9b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161011-9cb4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161011-d097_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161011-90bb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930161011-652f_wm.jpg']"
" Bán CH góc 3PN sáng 122m2, Park 11, có suất ô tô, giá chỉ 5.5 tỷ bao phí. LH 0963702813",,,,,,,5.5 tỷ,122 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145604-fb85_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145604-056f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145604-4497_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145604-e098_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145605-8a3a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145605-04db_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145605-3ad5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/29/20200929145605-65eb_wm.jpg']"
" Bán CH góc 3PN sáng 122m2, Park 11, có xuất ô tô, giá chỉ 5.5 tỷ bao phí. Lh 0963702813",,,,,,,5.5 tỷ,122 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113143-6d45_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113142-9ede_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113142-89ac_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113143-c87a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113143-c8d8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113143-a9fb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113143-2961_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003113144-ee8c_wm.jpg']"
" Bán CH góc 3PN sáng 122m2, Park 11, có xuất ô tô, giá chỉ 5.5 tỷ bao phí. LH: 0963702813",,,,,,,5.5 tỷ,122 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163335-dd7b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163335-90d5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163335-180d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163335-e4fa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163336-cd75_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163336-359a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001163336-ca87_wm.jpg']"
" Bán CH tập thể ngõ 81 Bùi Ngọc Dương, giá 2 tỷ, 130m2, ở được luôn",,,,,,,2 tỷ,130 m²,01/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001112855-a288_wm.jpg']
" Bán CH tập thể tầng 1 phố Thanh Nhàn đối diện công viên Tuổi Trẻ, DT 80m2, 3PN, giá 2.5 tỷ","Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,,2.5 tỷ,80 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915145208-9ad5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915145208-d6f1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915145208-eb48_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915145208-545d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915145208-a59f_wm.jpg']"
